,NO2(GT),NOx(GT),PT08.S5(O3),PT08.S2(NMHC),NMHC(GT),PT08.S1(CO),PT08.S4(NO2),T,AH,C6H6(GT),RH,CO(GT),target
6693,188,524,1793,1314,0,1383,1538,167,8883,206,473,33,42
6694,186,775,1962,1483,0,1574,1778,168,9175,272,484,51,33
6695,257,1159,0,0,0,0,0,0,0,0,0,74,51
6696,248,1310,0,0,0,0,0,0,0,0,0,93,74
6697,208,1037,0,0,0,0,0,0,0,0,0,74,93
6698,167,791,0,0,0,0,0,0,0,0,0,53,74
6699,148,670,0,0,0,0,0,0,0,0,0,41,53
6700,112,341,0,0,0,0,0,0,0,0,0,25,41
6701,108,365,0,0,0,0,0,0,0,0,0,21,25
6702,115,510,0,0,0,0,0,0,0,0,0,29,21
6703,96,352,0,0,0,0,0,0,0,0,0,23,29
6704,87,299,0,0,0,0,0,0,0,0,0,17,23
6705,0,0,0,0,0,0,0,0,0,0,0,9,17
6706,61,103,0,0,0,0,0,0,0,0,0,7,9
6707,61,133,0,0,0,0,0,0,0,0,0,8,7
6708,82,244,0,0,0,0,0,0,0,0,0,1,8
6709,83,222,0,0,0,0,0,0,0,0,0,12,1
6710,116,591,0,0,0,0,0,0,0,0,0,35,12
6711,147,821,0,0,0,0,0,0,0,0,0,45,35
6712,167,803,0,0,0,0,0,0,0,0,0,49,45
6713,176,809,0,0,0,0,0,0,0,0,0,35,49
6714,177,836,0,0,0,0,0,0,0,0,0,34,35
6715,169,820,0,0,0,0,0,0,0,0,0,4,34
6716,181,861,0,0,0,0,0,0,0,0,0,43,4
6717,183,842,0,0,0,0,0,0,0,0,0,4,43
6718,176,933,0,0,0,0,0,0,0,0,0,47,4
6719,229,1237,0,0,0,0,0,0,0,0,0,66,47
6720,214,1137,0,0,0,0,0,0,0,0,0,73,66
6721,137,484,0,0,0,0,0,0,0,0,0,36,73
6722,115,325,0,0,0,0,0,0,0,0,0,24,36
6723,107,292,0,0,0,0,0,0,0,0,0,21,24
6724,105,303,0,0,0,0,0,0,0,0,0,21,21
6725,96,242,0,0,0,0,0,0,0,0,0,17,21
6726,100,314,0,0,0,0,0,0,0,0,0,22,17
6727,100,289,0,0,0,0,0,0,0,0,0,2,22
6728,92,224,0,0,0,0,0,0,0,0,0,16,2
6729,0,0,0,0,0,0,0,0,0,0,0,17,16
6730,81,191,0,0,0,0,0,0,0,0,0,0,17
6731,74,149,0,0,0,0,0,0,0,0,0,1,0
6732,81,212,0,0,0,0,0,0,0,0,0,1,1
6733,99,398,0,0,0,0,0,0,0,0,0,16,1
6734,123,763,0,0,0,0,0,0,0,0,0,35,16
6735,146,905,0,0,0,0,0,0,0,0,0,53,35
6736,161,849,0,0,0,0,0,0,0,0,0,46,53
6737,210,1015,0,0,0,0,0,0,0,0,0,45,46
6738,190,845,0,0,0,0,0,0,0,0,0,42,45
6739,170,740,0,0,0,0,0,0,0,0,0,41,42
6740,212,1018,0,0,0,0,0,0,0,0,0,55,41
6741,217,1058,0,0,0,0,0,0,0,0,0,48,55
6742,236,1182,0,0,0,0,0,0,0,0,0,55,48
6743,217,1089,0,0,0,0,0,0,0,0,0,52,55
6744,231,1186,0,0,0,0,0,0,0,0,0,75,52
6745,227,1235,0,0,0,0,0,0,0,0,0,86,75
6746,219,1253,0,0,0,0,0,0,0,0,0,91,86
6747,203,1237,0,0,0,0,0,0,0,0,0,86,91
6748,186,1060,0,0,0,0,0,0,0,0,0,54,86
6749,173,873,0,0,0,0,0,0,0,0,0,43,54
6750,162,807,0,0,0,0,0,0,0,0,0,42,43
6751,161,798,0,0,0,0,0,0,0,0,0,43,42
6752,144,691,0,0,0,0,0,0,0,0,0,42,43
6753,0,0,0,0,0,0,0,0,0,0,0,28,42
6754,119,433,0,0,0,0,0,0,0,0,0,22,28
6755,112,371,0,0,0,0,0,0,0,0,0,18,22
6756,111,469,0,0,0,0,0,0,0,0,0,2,18
6757,122,658,0,0,0,0,0,0,0,0,0,25,2
6758,137,854,0,0,0,0,0,0,0,0,0,41,25
6759,151,1005,0,0,0,0,0,0,0,0,0,63,41
6760,164,937,0,0,0,0,0,0,0,0,0,5,63
6761,198,963,0,0,0,0,0,0,0,0,0,51,5
6762,213,635,0,0,0,0,0,0,0,0,0,36,51
6763,164,521,0,0,0,0,0,0,0,0,0,35,36
6764,177,613,0,0,0,0,0,0,0,0,0,37,35
6765,168,516,0,0,0,0,0,0,0,0,0,31,37
6766,150,446,0,0,0,0,0,0,0,0,0,32,31
6767,152,499,0,0,0,0,0,0,0,0,0,38,32
6768,138,407,0,0,0,0,0,0,0,0,0,32,38
6769,129,418,0,0,0,0,0,0,0,0,0,32,32
6770,130,403,1389,1191,0,1325,1542,133,10376,164,680,33,32
6771,137,412,1268,1099,0,1316,1451,132,10984,134,728,31,33
6772,125,322,1046,906,0,1170,1317,126,11106,82,765,24,31
6773,106,200,862,800,0,1061,1232,126,10843,57,743,14,24
6774,121,244,866,855,0,1109,1220,129,10658,70,721,21,14
6775,101,199,788,794,0,1025,1202,131,10594,56,705,14,21
6776,100,190,857,769,0,1086,1196,124,10574,51,738,14,14
6777,0,0,860,727,0,1058,1193,122,10537,43,745,13,14
6778,86,153,845,719,0,1034,1189,118,10547,42,763,1,13
6779,90,215,873,816,0,1065,1245,108,10367,61,800,13,1
6780,89,206,841,774,0,988,1189,104,9709,52,773,1,13
6781,96,225,853,785,0,986,1173,100,9332,54,762,11,1
6782,125,416,1063,1015,0,1136,1287,94,8018,110,677,21,11
6783,143,613,1276,1184,0,1256,1448,93,8325,161,712,32,21
6784,153,567,1332,1170,0,1228,1375,126,7840,157,540,33,32
6785,140,409,1015,931,0,956,1046,161,5164,88,285,23,33
6786,92,183,594,704,0,781,842,166,3728,39,199,1,23
6787,78,140,501,699,0,759,799,159,3255,38,182,8,1
6788,68,133,448,671,0,722,737,143,2991,33,184,8,8
6789,64,115,387,613,0,699,682,150,2749,24,163,6,8
6790,80,157,467,690,0,755,750,149,2875,36,171,9,6
6791,81,149,484,684,0,746,764,132,2837,35,188,8,9
6792,102,219,608,744,0,784,802,124,2797,46,196,12,8
6793,132,424,953,972,0,931,974,119,2957,99,213,21,12
6794,162,659,1307,1267,0,1112,1250,111,3264,190,248,39,21
6795,179,727,1415,1215,0,1133,1196,101,3666,172,297,44,39
6796,148,398,1023,917,0,886,901,102,2955,84,238,2,44
6797,146,414,1154,1030,0,993,1005,94,3239,114,274,23,2
6798,164,600,1426,1167,0,1215,1181,79,4154,156,390,36,23
6799,162,596,1363,1083,0,1160,1114,76,4273,130,406,39,36
6800,118,225,1006,819,0,928,923,64,4242,62,437,16,39
6801,0,0,873,722,0,879,878,63,4293,42,447,1,16
6802,78,120,760,632,0,833,834,51,4125,27,465,0,1
6803,79,126,799,649,0,840,869,33,4180,30,535,1,0
6804,62,83,703,612,0,848,852,48,4325,24,499,8,1
6805,85,156,781,660,0,828,881,22,4361,31,601,7,8
6806,110,240,815,698,0,847,905,25,4401,38,593,1,7
6807,99,186,800,665,0,868,865,32,4344,32,557,1,1
6808,101,224,926,819,0,970,959,50,4290,62,488,15,1
6809,129,386,1151,963,0,1077,1081,58,4613,96,498,25,15
6810,132,397,1153,962,0,1058,1058,60,4488,96,476,26,25
6811,148,477,1298,1067,0,1136,1143,74,4613,125,446,32,26
6812,134,405,1238,1068,0,1228,1264,52,6535,125,731,3,32
6813,148,453,1222,1118,0,1235,1354,48,7055,140,814,34,3
6814,146,459,1171,1036,0,1217,1260,47,7105,116,823,33,34
6815,148,452,1237,1082,0,1298,1287,47,7157,130,828,36,33
6816,175,579,1366,1219,0,1327,1453,47,7177,173,834,55,36
6817,170,542,1278,1136,0,1293,1365,52,7411,146,831,45,55
6818,173,601,1293,1187,0,1353,1424,55,7657,162,841,47,45
6819,151,521,1198,1111,0,1254,1360,58,7822,138,845,43,47
6820,129,411,1115,999,0,1189,1286,62,8018,106,841,32,43
6821,126,382,1092,944,0,1183,1226,66,8183,91,833,29,32
6822,127,421,1104,966,0,1185,1250,68,8216,97,828,31,29
6823,118,362,1006,859,0,1098,1211,82,8561,70,784,28,31
6824,83,104,777,639,0,938,1059,97,8539,28,709,12,28
6825,0,0,710,583,0,883,1019,95,8298,20,699,9,12
6826,60,69,600,536,0,839,970,93,7757,14,659,8,9
6827,37,41,477,479,0,784,905,88,7154,8,629,6,8
6828,39,46,454,466,0,779,881,86,6603,7,588,6,6
6829,70,118,630,625,0,883,997,92,6521,26,559,1,6
6830,108,295,858,776,0,970,1059,84,6376,53,577,32,1
6831,119,311,951,861,0,1012,1133,85,6713,71,604,36,32
6832,111,269,836,766,0,934,1047,89,6575,50,574,29,36
6833,106,225,721,700,0,888,999,92,6479,38,558,24,29
6834,105,220,703,737,0,918,1030,96,6425,45,539,25,24
6835,114,216,657,747,0,901,1020,96,6276,47,524,26,25
6836,93,162,581,708,0,857,983,97,5998,39,498,23,26
6837,89,152,546,699,0,838,944,94,5296,38,449,22,23
6838,102,183,641,772,0,869,966,98,5083,52,419,23,22
6839,129,254,794,850,0,928,1004,89,5125,68,449,29,23
6840,151,355,1042,1047,0,1037,1159,84,5035,119,454,41,29
6841,151,341,993,1008,0,980,1103,80,4416,108,410,41,41
6842,149,341,968,1031,0,978,1066,79,3974,115,371,4,41
6843,149,342,894,882,0,891,950,78,3594,76,339,37,4
6844,114,186,592,657,0,762,783,73,3340,31,324,17,37
6845,104,170,611,687,0,794,826,74,3576,36,346,11,17
6846,104,169,611,690,0,799,823,71,3417,36,337,11,11
6847,127,246,694,725,0,818,849,64,3471,43,358,15,11
6848,53,63,357,471,0,691,698,56,3444,7,377,5,15
6849,0,0,318,455,0,697,698,56,3448,6,376,3,5
6850,39,44,325,437,0,697,702,53,3473,5,388,2,3
6851,41,54,343,473,0,716,734,47,3576,7,414,3,2
6852,97,176,608,598,0,791,802,43,3675,22,439,6,3
6853,120,236,712,630,0,804,806,49,3539,26,406,7,6
6854,167,613,1173,1098,0,1093,1221,51,3603,134,408,26,7
6855,198,755,1459,1390,0,1179,1453,65,3709,235,381,55,26
6856,157,460,1055,953,0,951,1022,74,3778,94,365,26,55
6857,125,280,799,826,0,882,910,79,3889,63,364,15,26
6858,135,322,787,845,0,897,943,78,3908,67,368,17,15
6859,138,349,892,965,0,949,1041,87,3790,97,337,22,17
6860,132,297,766,891,0,896,935,85,3813,78,343,21,22
6861,142,353,835,886,0,908,947,89,3946,77,345,22,21
6862,137,316,897,924,0,959,993,88,4043,86,357,23,22
6863,145,348,1009,1005,0,994,1054,79,4137,107,386,25,23
6864,166,445,1250,1202,0,1081,1230,76,4195,167,401,31,25
6865,165,457,1283,1164,0,1081,1171,69,4025,155,403,36,31
6866,175,516,1377,1248,0,1175,1308,65,4047,183,417,39,36
6867,185,575,1322,1110,0,1123,1152,63,4106,138,426,4,39
6868,166,449,1198,952,0,1032,1025,59,4186,93,447,23,4
6869,140,289,1007,805,0,927,918,58,4037,58,434,15,23
6870,133,268,976,838,0,952,937,58,3937,66,425,15,15
6871,144,343,1013,883,0,987,949,56,3856,76,420,22,15
6872,126,222,868,761,0,902,872,53,3806,50,423,13,22
6873,0,0,760,648,0,833,814,51,3852,29,435,9,13
6874,72,87,585,525,0,776,770,51,3967,13,448,0,9
6875,70,89,616,541,0,812,774,52,4099,15,459,5,0
6876,74,103,678,563,0,821,807,47,4209,17,490,5,5
6877,124,254,936,701,0,932,875,45,4418,38,518,9,5
6878,152,481,1110,931,0,1069,1054,45,4495,88,530,2,9
6879,174,638,1258,1066,0,1137,1151,48,4605,125,531,32,2
6880,161,492,1080,926,0,1009,1015,78,4464,87,420,23,32
6881,120,413,949,877,0,962,969,93,4391,75,376,18,23
6882,111,364,894,909,0,972,1012,100,4212,82,342,21,18
6883,128,299,882,920,0,968,991,103,4094,85,326,19,21
6884,133,342,872,902,0,939,969,98,3858,81,318,24,19
6885,121,309,751,843,0,901,907,98,3658,67,303,21,24
6886,147,367,928,938,0,975,989,96,3545,90,296,28,21
6887,136,357,1160,1025,0,1028,1024,81,3516,113,325,33,28
6888,153,345,1090,972,0,998,984,68,3575,99,361,29,33
6889,178,483,1274,1105,0,1094,1086,64,3519,136,365,39,29
6890,174,480,1340,1161,0,1128,1163,59,3528,154,378,41,39
6891,166,427,1271,1030,0,1111,1033,51,3621,114,407,33,41
6892,169,504,1354,1023,0,1121,1053,48,3925,112,451,33,33
6893,132,248,1084,796,0,956,861,45,3728,57,439,19,33
6894,127,241,1086,785,0,973,883,52,3939,54,441,2,19
6895,113,210,1038,790,0,952,896,43,3896,55,464,19,2
6896,128,292,1064,773,0,969,914,30,4021,52,525,21,19
6897,0,0,979,693,0,919,882,23,4134,37,563,17,21
6898,85,129,930,657,0,874,867,15,4235,31,614,13,17
6899,77,106,783,554,0,806,807,40,4154,16,504,11,13
6900,78,125,831,623,0,874,847,28,4177,25,552,12,11
6901,115,267,983,779,0,961,960,12,4159,53,614,18,12
6902,169,543,1315,1096,0,1195,1166,14,4208,134,613,36,18
6903,174,496,1389,1148,0,1184,1178,22,4218,150,581,37,36
6904,171,491,1396,1076,0,1135,1120,43,4138,128,494,34,37
6905,179,667,1585,1177,0,1211,1221,66,4160,159,425,4,34
6906,193,693,1628,1178,0,1228,1202,80,4133,159,383,38,4
6907,210,707,1692,1188,0,1247,1237,91,4172,163,361,41,38
6908,224,777,1828,1256,0,1336,1320,100,4259,186,347,49,41
6909,175,512,1476,1079,0,1205,1168,110,4331,128,330,33,49
6910,177,587,1640,1238,0,1305,1325,113,4504,179,336,43,33
6911,208,864,2046,1528,0,1568,1661,94,4888,290,413,66,43
6912,247,1089,2238,1622,0,1630,1757,80,4936,331,459,85,66
6913,242,1070,2480,1689,0,1704,1820,71,5100,361,503,87,85
6914,252,1220,2415,1692,0,1701,1832,62,5419,363,569,91,87
6915,228,1076,2181,1462,0,1564,1574,63,5575,263,579,72,91
6916,196,825,2051,1314,0,1441,1389,62,5421,206,568,5,72
6917,190,740,2041,1209,0,1376,1283,61,5201,170,547,42,5
6918,187,759,2059,1216,0,1412,1300,60,5244,172,556,46,42
6919,174,610,2016,1137,0,1352,1234,51,5248,146,590,39,46
6920,158,465,1967,1052,0,1285,1164,51,5170,121,584,34,39
6921,0,0,1960,997,0,1263,1140,47,5232,105,608,3,34
6922,132,288,1847,929,0,1200,1082,42,5259,87,631,24,3
6923,121,251,1792,931,0,1187,1093,43,5370,88,641,25,24
6924,136,351,1680,909,0,1166,1079,48,5370,82,619,35,25
6925,138,379,1662,958,0,1209,1124,53,5499,95,611,39,35
6926,149,539,1810,1136,0,1349,1299,57,5657,146,613,48,39
6927,165,706,2103,1307,0,1458,1483,61,5719,204,605,61,48
6928,170,750,2082,1263,0,1462,1421,67,5890,188,597,66,61
6929,165,747,1971,1263,0,1448,1428,72,5986,188,586,65,66
6930,167,670,1950,1254,0,1419,1406,80,6018,185,559,6,65
6931,197,772,2101,1425,0,1561,1624,98,6349,248,524,69,6
6932,217,792,2112,1375,0,1558,1563,105,6503,229,511,79,69
6933,204,626,1962,1208,0,1438,1405,108,6767,169,524,61,79
6934,193,678,2033,1356,0,1532,1610,106,7058,222,553,67,61
6935,192,706,2034,1337,0,1522,1578,104,7167,215,570,68,67
6936,175,668,2018,1338,0,1514,1598,102,7256,215,583,67,68
6937,168,641,0,0,0,0,0,0,0,0,0,64,67
6938,170,649,0,0,0,0,0,0,0,0,0,68,64
6939,157,521,0,0,0,0,0,0,0,0,0,56,68
6940,143,487,0,0,0,0,0,0,0,0,0,54,56
6941,152,453,0,0,0,0,0,0,0,0,0,52,54
6942,169,567,2066,1168,0,1505,1447,94,7816,156,661,59,52
6943,164,527,2030,1123,0,1458,1395,96,7869,142,659,56,59
6944,154,503,1913,1100,0,1431,1385,95,7882,135,662,55,56
6945,0,0,1901,1027,0,1366,1328,92,7851,114,673,52,55
6946,130,345,1783,997,0,1332,1304,91,7925,105,687,0,52
6947,119,274,1534,924,0,1243,1250,90,8039,86,698,22,0
6948,106,231,1568,924,0,1251,1246,89,8056,86,705,2,22
6949,111,268,1622,944,0,1259,1267,89,8074,91,704,22,2
6950,122,281,1628,926,0,1268,1247,91,8045,86,696,2,22
6951,121,340,1553,956,0,1288,1272,90,8173,94,708,25,2
6952,136,406,1769,1015,0,1410,1319,98,8324,110,686,3,25
6953,138,379,1776,999,0,1374,1316,102,8373,106,673,28,3
6954,147,436,1898,1090,0,1458,1383,107,8378,132,650,34,28
6955,178,602,2100,1243,0,1609,1491,114,8454,181,629,55,34
6956,176,507,1896,1090,0,1424,1351,122,8652,132,611,4,55
6957,159,266,1745,966,0,1331,1266,121,8723,97,618,24,4
6958,168,335,1893,1093,0,1434,1366,117,8980,133,656,31,24
6959,181,464,1972,1161,0,1542,1435,114,9119,154,679,4,31
6960,184,527,2020,1234,0,1651,1513,112,9386,178,708,46,4
6961,170,592,1906,1240,0,1633,1555,109,9868,180,759,48,46
6962,174,821,1832,1333,0,1739,1689,113,10455,213,783,62,48
6963,136,538,1470,1132,0,1523,1488,103,10369,145,828,46,62
6964,127,513,1494,1174,0,1543,1542,104,10406,158,825,45,46
6965,125,514,1394,1086,0,1469,1485,110,10727,131,817,42,45
6966,121,345,1113,886,0,1271,1321,117,10964,77,798,26,42
6967,117,231,958,810,0,1161,1281,116,10924,60,800,16,26
6968,108,166,807,680,0,1053,1166,113,10741,35,801,13,16
6969,0,0,536,541,0,916,1064,117,10167,15,741,6,13
6970,55,61,471,522,0,900,1070,108,10202,12,787,5,6
6971,46,49,450,479,0,855,1068,107,10497,8,815,4,5
6972,46,54,438,464,0,848,1062,109,10444,7,803,3,4
6973,67,78,512,485,0,873,1083,107,10377,9,807,4,3
6974,90,136,632,569,0,945,1135,105,10416,18,818,6,4
6975,117,198,754,618,0,1003,1159,104,10419,25,829,9,6
6976,118,211,792,659,0,1041,1188,106,10451,31,821,11,9
6977,112,183,776,685,0,1036,1168,115,9846,35,726,1,11
6978,134,277,969,799,0,1124,1231,128,9640,57,655,16,1
6979,127,267,975,803,0,1130,1230,139,9644,58,609,18,16
6980,88,123,637,632,0,991,1114,149,9726,27,579,1,18
6981,57,68,541,596,0,988,1118,148,10592,22,635,8,1
6982,99,186,876,801,0,1163,1288,136,10699,58,689,14,8
6983,129,321,1029,853,0,1226,1307,136,10661,69,689,21,14
6984,137,343,1103,942,0,1286,1362,135,10357,91,671,23,21
6985,146,550,1369,1116,0,1423,1531,123,10768,140,754,35,23
6986,139,598,1381,1088,0,1408,1504,117,10938,131,800,38,35
6987,128,390,1094,866,0,1178,1342,118,11381,72,827,24,38
6988,106,159,835,701,0,985,1187,118,10741,38,775,1,24
6989,114,193,881,776,0,1113,1217,120,10095,52,723,13,1
6990,137,316,987,873,0,1178,1328,112,10587,74,796,23,13
6991,114,199,807,705,0,1024,1168,115,10063,39,742,15,23
6992,92,134,664,630,0,954,1107,116,9411,27,689,11,15
6993,0,0,525,548,0,875,1049,115,9106,15,674,6,11
6994,55,63,496,526,0,877,1023,117,8888,13,646,7,6
6995,46,50,433,465,0,826,978,119,8527,7,611,4,7
6996,67,93,524,535,0,862,1020,125,8269,14,573,5,4
6997,95,161,747,653,0,938,1100,123,8562,30,601,8,5
6998,133,368,1052,943,0,1205,1361,115,9302,91,687,19,8
6999,138,344,1092,978,0,1171,1374,125,9113,100,632,23,19
7000,127,288,1036,926,0,1131,1324,129,9335,86,632,19,23
7001,119,244,934,832,0,1074,1230,135,9261,64,599,16,19
7002,113,224,917,822,0,1062,1228,134,9379,62,613,14,16
7003,109,206,839,800,0,1045,1193,144,9309,57,571,15,14
7004,97,163,761,763,0,1034,1192,150,9698,50,572,14,15
7005,117,296,926,899,0,1186,1332,124,10422,80,726,2,14
7006,132,386,1104,996,0,1256,1417,128,10851,105,736,25,2
7007,117,262,911,854,0,1138,1276,133,10356,69,682,22,25
7008,110,212,918,891,0,1138,1295,134,10187,78,666,2,22
7009,119,245,948,899,0,1114,1279,133,9661,80,636,21,2
7010,116,263,966,905,0,1107,1288,129,9258,81,624,21,21
7011,123,300,1057,876,0,1117,1264,124,9266,75,647,21,21
7012,117,242,1001,812,0,1090,1213,121,9222,60,656,16,21
7013,100,152,777,665,0,954,1119,113,9320,32,698,11,16
7014,101,165,797,715,0,987,1145,110,9001,41,687,12,11
7015,0,0,691,659,0,969,1082,111,8601,31,653,0,12
7016,0,0,680,648,0,939,1084,102,8323,29,669,0,0
7017,0,0,755,654,0,961,1084,95,8343,30,701,0,0
7018,0,0,725,623,0,916,1064,98,8397,25,694,0,0
7019,0,0,432,484,0,835,961,107,8020,9,625,0,0
7020,0,0,612,572,0,885,1031,104,8138,18,648,0,0
7021,0,0,951,839,0,1088,1236,97,8772,66,731,0,0
7022,0,0,1326,1158,0,1358,1537,93,9018,153,770,0,0
7023,0,0,1504,1389,0,1456,1808,91,8947,234,771,0,0
7024,0,0,1326,1159,0,1274,1493,106,8666,153,679,0,0
7025,0,0,1043,946,0,1092,1234,127,8304,92,567,0,0
7026,0,0,1058,993,0,1111,1287,130,8029,104,539,0,0
7027,0,0,1205,1143,0,1177,1443,139,7727,148,490,0,0
7028,0,0,1203,1138,0,1199,1452,144,8027,146,492,0,0
7029,0,0,1058,1003,0,1121,1323,143,7900,107,486,0,0
7030,0,0,1257,1164,0,1252,1474,136,8177,155,528,0,0
7031,0,0,1271,1144,0,1233,1436,131,8167,149,543,0,0
7032,0,0,1214,1063,0,1215,1370,124,8530,124,593,0,0
7033,0,0,1135,1020,0,1193,1340,121,8677,112,615,0,0
7034,0,0,1150,1026,0,1195,1342,120,8520,113,608,0,0
7035,0,0,1248,1080,0,1301,1435,110,9677,129,738,0,0
7036,0,0,955,828,0,1126,1250,96,9900,64,829,0,0
7037,0,0,726,687,0,1013,1135,86,9372,36,835,0,0
7038,0,0,708,645,0,982,1107,87,9393,29,830,0,0
7039,0,0,704,642,0,970,1107,88,9214,28,812,0,0
7040,0,0,667,637,0,959,1107,89,9032,28,790,0,0
7041,0,0,662,598,0,925,1079,90,8828,22,765,0,0
7042,0,0,508,502,0,847,1020,90,8721,10,758,0,0
7043,0,0,529,534,0,885,1036,91,8576,14,739,0,0
7044,0,0,607,549,0,883,1025,94,8386,16,709,0,0
7045,0,0,623,587,0,892,1041,101,8148,20,659,0,0
7046,0,0,732,678,0,970,1101,101,7967,34,646,0,0
7047,0,0,697,644,0,904,1036,93,7575,29,647,0,0
7048,0,0,712,652,0,919,1045,99,7499,30,613,0,0
7049,0,0,696,668,0,929,1054,106,7674,33,599,0,0
7050,0,0,702,729,0,938,1060,111,7325,43,553,0,0
7051,0,0,796,786,0,971,1086,120,6900,55,493,0,0
7052,0,0,714,739,0,914,1025,116,6397,45,468,0,0
7053,0,0,635,719,0,892,1019,120,6169,41,440,0,0
7054,0,0,706,735,0,913,1024,118,6141,45,443,0,0
7055,0,0,775,759,0,928,1040,113,6063,49,454,0,0
7056,0,0,965,941,0,1035,1175,113,5909,90,441,0,0
7057,0,0,979,939,0,1033,1159,112,5971,90,451,0,0
7058,0,0,902,865,0,990,1130,108,6122,72,473,0,0
7059,0,0,798,750,0,934,1035,107,6127,47,477,0,0
7060,0,0,697,670,0,881,978,105,5956,33,469,0,0
7061,0,0,626,631,0,855,932,102,5632,27,454,0,0
7062,0,0,537,598,0,832,912,97,5546,22,460,0,0
7063,0,0,574,639,0,848,929,98,5489,28,452,0,0
7064,0,0,490,567,0,806,878,94,5355,18,454,0,0
7065,0,0,450,545,0,796,853,93,5153,15,440,0,0
7066,0,0,438,493,0,777,828,88,5134,9,452,0,0
7067,0,0,428,505,0,785,829,87,5128,11,456,0,0
7068,0,0,404,470,0,766,810,85,4980,7,448,0,0
7069,0,0,480,534,0,808,853,87,4905,14,434,0,0
7070,0,0,876,822,0,975,1049,85,4865,62,436,0,0
7071,0,0,868,816,0,943,1033,88,4773,61,420,0,0
7072,0,0,740,764,0,886,946,108,4549,50,351,0,0
7073,0,0,628,716,0,861,921,117,4712,41,344,0,0
7074,0,0,636,734,0,881,925,126,4613,44,317,0,0
7075,0,0,616,741,0,855,901,125,4367,46,303,0,0
7076,0,0,613,725,0,855,898,114,4424,43,328,0,0
7077,0,0,545,689,0,844,867,121,4383,36,311,0,0
7078,0,0,710,794,0,900,930,123,4226,56,297,0,0
7079,0,0,661,751,0,883,922,98,4414,48,364,0,0
7080,0,0,922,903,0,994,1079,93,4781,81,408,0,0
7081,0,0,755,774,0,927,976,86,5038,52,451,0,0
7082,0,0,1015,987,0,1078,1152,93,4884,102,417,0,0
7083,0,0,876,788,0,952,1018,87,4998,55,443,0,0
7084,0,0,727,660,0,882,922,80,5113,31,476,0,0
7085,0,0,781,724,0,924,969,77,4975,42,472,0,0
7086,0,0,893,823,0,987,1027,72,5118,62,502,0,0
7087,0,0,820,752,0,930,981,69,5029,48,503,0,0
7088,0,0,632,654,0,861,919,67,4998,30,507,0,0
7089,0,0,458,522,0,783,832,76,4869,12,464,0,0
7090,0,0,345,431,0,744,778,74,4714,4,457,0,0
7091,0,0,337,426,0,753,792,69,4913,4,493,0,0
7092,0,0,370,452,0,787,823,78,5095,6,481,0,0
7093,0,0,466,506,0,820,871,81,5157,11,478,0,0
7094,0,0,510,552,0,840,893,85,5191,16,467,0,0
7095,0,0,641,656,0,897,964,89,5039,31,441,0,0
7096,0,0,862,793,0,989,1052,94,5038,56,425,0,0
7097,0,0,753,737,0,909,941,108,4712,45,363,0,0
7098,0,0,589,697,0,865,883,119,4264,38,306,0,0
7099,0,0,704,821,0,924,955,122,4205,62,297,0,0
7100,0,0,731,794,0,912,943,120,4340,56,311,0,0
7101,0,0,592,717,0,872,882,127,4160,41,284,0,0
7102,0,0,740,794,0,917,946,133,4185,56,275,0,0
7103,0,0,896,883,0,962,996,114,4148,76,308,0,0
7104,0,0,854,817,0,932,942,98,4112,61,340,0,0
7105,0,0,866,781,0,930,906,93,3958,53,336,0,0
7106,0,0,884,780,0,962,909,96,3871,53,323,0,0
7107,0,0,951,790,0,974,895,91,3766,55,325,0,0
7108,0,0,1195,791,0,1055,936,91,4310,56,372,0,0
7109,0,0,1138,744,0,1003,899,78,4085,46,384,0,0
7110,0,0,1201,724,0,1046,898,82,4375,42,401,0,0
7111,106,215,1617,930,0,1275,1024,53,4564,88,507,16,0
7112,129,300,1355,878,0,1173,1002,59,4689,75,500,25,16
7113,0,0,1296,881,0,1163,1001,49,4693,76,539,27,25
7114,126,253,1131,791,0,1054,967,43,4650,56,553,19,27
7115,106,181,1036,753,0,1004,942,42,4759,48,571,14,19
7116,99,171,1009,777,0,1001,954,35,4636,53,583,15,14
7117,97,168,966,736,0,974,945,30,4667,45,607,14,15
7118,94,169,901,653,0,915,905,26,4721,30,632,11,14
7119,86,145,879,649,0,939,897,39,4807,30,590,10,11
7120,97,190,991,748,0,973,968,47,4932,47,572,12,10
7121,113,225,1019,782,0,1011,992,68,4822,54,486,17,12
7122,125,261,1151,875,0,1097,1080,86,4887,74,436,23,17
7123,147,382,1242,914,0,1149,1072,95,4908,84,412,22,23
7124,153,357,1206,934,0,1117,1075,109,4680,89,359,24,22
7125,147,299,1138,896,0,1085,1049,125,4670,79,323,22,24
7126,139,313,1142,885,0,1102,1051,128,4814,77,326,21,22
7127,165,510,1438,1053,0,1281,1192,109,5166,121,397,30,21
7128,191,832,1735,1198,0,1472,1344,90,5961,166,518,47,30
7129,172,622,1611,1029,0,1328,1188,81,5882,114,541,36,47
7130,151,402,1436,897,0,1198,1072,78,5786,79,546,25,36
7131,137,334,1389,905,0,1176,1104,62,5698,81,596,23,25
7132,130,295,1313,830,0,1118,1058,57,5523,64,599,21,23
7133,115,222,1232,773,0,1091,1003,56,5463,52,597,17,21
7134,112,230,1195,775,0,1078,1012,47,5424,52,629,18,17
